ID,Name,Credit,Category
1035,Jane,6785,Luxury
1036,Doe,5479,Luxury
1037,Choi,7003,Bills
1038,Sarah,7965,Bills
1039,John,8592,Travel
1040,Han,7843,Grocery
1041,Doe,1299,Bills
1042,David,3266,Bills
1043,Sarah,9049,Entertainment
1044,Jerry,3423,Luxury
1045,John,3456,Luxury
1046,Jane,9173,Bills
1047,Jane,9662,Travel
1048,Doe,2957,Entertainment
1049,Tom,5778,Bills
1050,Doe,8255,Entertainment
1051,David,8569,Bills
1052,Park,3478,Grocery
1053,Kim,6235,Bills
1054,Jack,1324,Luxury
1055,Kang,8173,Luxury
1056,Kang,7540,Entertainment
1057,David,3337,Travel
1058,David,9886,Bills
1059,John,7232,Grocery
1060,Jack,449,Luxury
1061,Choi,710,Bills
1062,Brown,6412,Entertainment
1063,Jerry,4461,Luxury
1064,David,8781,Entertainment
1065,Smith,2459,Luxury
1066,Sarah,4061,Entertainment
1067,Jerry,7466,Luxury
1068,Han,8948,Bills
1069,Brown,49,Bills
1070,Brown,5745,Grocery
1071,Jung,7576,Grocery
1072,Doe,80,Entertainment
1073,Jane,3418,Bills
1074,Park,9070,Grocery
1075,John,636,Travel
1076,Jane,1095,Luxury
1077,Jerry,3141,Bills
1078,Tom,2452,Bills
1079,Jung,9470,Grocery
1080,Doe,7667,Entertainment
1081,Jerry,7291,Bills
1082,Sarah,8124,Luxury
1083,Kim,5538,Entertainment
1084,Brown,5317,Luxury
1085,Jane,7324,Entertainment
1086,Kang,3936,Travel
1087,Jack,8154,Entertainment
1088,Jerry,6750,Luxury
1089,Tom,3667,Travel
1090,Brown,8435,Luxury
1091,Doe,3006,Entertainment
1092,Jane,3608,Grocery
1093,John,308,Travel
1094,Jung,6406,Luxury
1095,Choi,5330,Luxury
1096,Brown,7207,Bills
1097,Brown,6520,Luxury
1098,Smith,8694,Bills
1099,Jung,6366,Travel
1100,Sarah,965,Bills
1101,Han,3235,Travel
1102,Jung,3868,Entertainment
1103,Brown,7044,Luxury
1104,John,8413,Travel
1105,Jerry,7861,Entertainment
1106,David,9364,Bills
1107,Jack,4717,Grocery
1108,David,483,Grocery
1109,Sarah,3238,Luxury
1110,Kang,18,Travel
1111,Jane,8341,Grocery
1112,Choi,7826,Entertainment
1113,Choi,9621,Grocery
1114,Jack,7438,Entertainment
1115,Jerry,8168,Bills
1116,Jane,891,Luxury
1117,David,3237,Bills
1118,David,4406,Bills
1119,Doe,2910,Bills
1120,Brown,4221,Entertainment
1121,Jane,3482,Entertainment
1122,Doe,9864,Grocery
1123,Jerry,519,Travel
1124,Kang,8022,Luxury
1125,Doe,1049,Travel
1126,Kim,31,Entertainment
1127,Sarah,1534,Grocery
1128,Han,4039,Bills
1129,Doe,1179,Luxury
1130,Doe,173,Travel
1131,Sarah,1116,Entertainment
1132,Jerry,5831,Bills
1133,Kang,9583,Entertainment
1134,Jung,4019,Travel
1135,Smith,3137,Grocery
1136,Tom,9417,Entertainment
1137,Brown,9039,Grocery
1138,Smith,6499,Travel
1139,Kang,1338,Luxury
1140,Choi,6996,Grocery
1141,David,2881,Entertainment
1142,Sarah,4937,Entertainment
1143,Kang,2416,Travel
1144,Jane,2818,Entertainment
1145,Jane,4844,Grocery
1146,Park,1028,Luxury
1147,Park,2350,Grocery
1148,Sarah,3899,Bills
1149,Brown,2901,Luxury
1150,Doe,474,Bills
1151,Choi,7329,Grocery
1152,Han,9613,Luxury
1153,Choi,2320,Travel
1154,Doe,326,Bills
1155,Kim,1197,Grocery
1156,Brown,8864,Bills
1157,Jung,1350,Grocery
1158,Jerry,863,Grocery
1159,David,5567,Travel
1160,Han,805,Bills
1161,Tom,6885,Grocery
1162,Jerry,2370,Entertainment
1163,Tom,4520,Grocery
1164,Smith,6522,Travel
1165,Brown,7033,Bills
1166,Han,7890,Luxury
1167,Brown,395,Entertainment
1168,Tom,6126,Luxury
1169,Doe,5127,Travel
1170,Choi,7148,Grocery
1171,Doe,200,Entertainment
1172,Jane,8722,Grocery
1173,Doe,1075,Travel
1174,Doe,1318,Luxury
1175,Brown,3205,Travel
1176,Choi,8823,Bills
1177,Jerry,5888,Travel
1178,Park,4128,Entertainment
1179,Brown,3506,Bills
1180,Kang,6030,Luxury
1181,Kim,4206,Bills
1182,Jerry,636,Bills
1183,Park,7525,Travel
1184,Tom,8326,Grocery
1185,Han,2566,Entertainment
1186,Jane,7824,Travel
1187,Choi,247,Entertainment
1188,Kang,587,Luxury
1189,Sarah,1746,Travel
1190,Doe,185,Bills
1191,Jung,9400,Travel
1192,Han,9327,Luxury
1193,Sarah,5465,Entertainment
1194,Jane,7299,Luxury
1195,Kang,2093,Bills
1196,John,2309,Travel
1197,Jung,934,Travel
1198,Jack,7614,Grocery
1199,Jerry,8944,Travel
1200,David,4888,Luxury
1201,Choi,49,Entertainment
1202,Sarah,5672,Entertainment
1203,Brown,6142,Travel
1204,Tom,842,Luxury
1205,David,238,Grocery
1206,Jane,7727,Grocery
1207,Han,5947,Luxury
1208,Park,6593,Travel
1209,Sarah,6678,Travel
1210,David,9491,Entertainment
1211,Jack,1290,Grocery
1212,Sarah,8695,Luxury
1213,Jerry,7789,Luxury
1214,Smith,9388,Bills
1215,Jack,9625,Luxury
1216,Jerry,515,Travel
1217,David,7681,Bills
1218,Jack,3647,Travel
1219,Jane,2829,Luxury
1220,Jane,9216,Luxury
1221,David,7803,Grocery
1222,Smith,3315,Travel
1223,David,2126,Travel
1224,Tom,104,Travel
1225,Kim,9823,Travel
1226,Han,6489,Luxury
1227,Kang,2195,Luxury
1228,Jane,4118,Travel
1229,Jung,9883,Travel
1230,Smith,2335,Bills
1231,Choi,7894,Luxury
1232,Jack,1867,Bills
1233,Smith,9415,Grocery
1234,Kang,952,Bills
1235,Jack,1022,Bills
1236,David,455,Bills
1237,Jung,5113,Bills
1238,Smith,570,Entertainment
1239,Sarah,2482,Travel
1240,Kang,9260,Travel
1241,Smith,6811,Travel
1242,David,2385,Travel
1243,Jung,3092,Luxury
1244,Doe,4303,Bills
1245,Jane,1035,Grocery
1246,John,219,Travel
1247,Tom,561,Luxury
1248,Kang,6765,Bills
1249,Jane,177,Luxury
1250,John,262,Bills
1251,John,3117,Travel
1252,Park,8738,Luxury
1253,Jerry,8306,Entertainment
1254,Jerry,3903,Luxury
1255,John,6418,Bills
1256,Doe,3308,Travel
1257,John,5294,Bills
1258,Han,7746,Grocery
1259,Brown,197,Entertainment
1260,Jack,8271,Travel
1261,Brown,4511,Travel
1262,Tom,8097,Grocery
1263,Jack,5391,Bills
1264,Doe,3326,Luxury
1265,Jack,6197,Bills
1266,Choi,7373,Entertainment
1267,Sarah,7324,Bills
1268,Han,8404,Grocery
1269,David,9917,Grocery
1270,David,2520,Grocery
1271,Brown,5036,Luxury
1272,Brown,184,Luxury
1273,Han,444,Travel
1274,John,9574,Travel
1275,Brown,5857,Entertainment
1276,Han,8155,Luxury
1277,Doe,5664,Luxury
1278,Doe,856,Bills
1279,Kang,6367,Entertainment
1280,Kang,6206,Entertainment
1281,Jung,7407,Travel
1282,Brown,5098,Entertainment
1283,John,3700,Luxury
1284,David,2066,Bills
1285,Tom,609,Entertainment
1286,Jung,2561,Bills
1287,Kang,4972,Travel
1288,Smith,9812,Luxury
1289,Kim,7598,Entertainment
1290,Jung,7390,Bills
1291,Jerry,4182,Grocery
1292,David,5972,Luxury
1293,Kang,4844,Bills
1294,Jung,6908,Luxury
1295,Park,673,Entertainment
1296,Kang,3758,Entertainment
1297,Brown,5931,Bills
1298,Kang,960,Grocery
1299,Tom,1366,Travel
1300,Kang,5159,Luxury
1301,Kang,6933,Travel
1302,Kim,4925,Luxury
1303,Han,4719,Entertainment
1304,Sarah,8103,Luxury
1305,Jung,9346,Travel
1306,Jane,5031,Luxury
1307,David,7894,Luxury
1308,Smith,8423,Bills
1309,John,3349,Travel
1310,Smith,2352,Bills
1311,Han,9211,Entertainment
1312,Jung,921,Luxury
1313,Smith,1698,Luxury
1314,Jack,6041,Grocery
1315,Tom,1903,Bills
1316,Jane,5546,Travel
1317,Jack,7556,Travel
1318,Kim,2712,Grocery
1319,Park,4505,Entertainment
1320,John,9011,Luxury
1321,Kang,8195,Bills
1322,Jane,4426,Travel
1323,Brown,962,Luxury
1324,John,7029,Luxury
1325,David,6092,Travel
1326,Han,3862,Travel
1327,David,3966,Grocery
1328,Tom,720,Luxury
1329,Jane,3707,Bills
1330,Park,682,Travel
1331,Doe,6674,Bills
1332,Kang,3328,Bills
1333,Park,2579,Luxury
1334,Doe,6664,Entertainment
1335,Doe,3403,Travel
1336,John,2317,Bills
1337,Smith,6314,Grocery
1338,Park,9138,Luxury
1339,John,7805,Grocery
1340,Jane,6470,Bills
1341,Kang,3181,Luxury
1342,Jane,8322,Entertainment
1343,Park,6826,Entertainment
1344,Park,7947,Bills
1345,Doe,9094,Luxury
1346,Sarah,5033,Grocery
1347,Jerry,5736,Entertainment
1348,John,2473,Luxury
1349,Choi,1924,Travel
1350,Jerry,9289,Grocery
1351,Jack,8701,Bills
1352,Kim,5230,Grocery
1353,John,5356,Travel
1354,Jane,5912,Grocery
1355,Jack,1569,Bills
1356,John,4976,Luxury
1357,Kang,9891,Luxury
1358,John,2741,Entertainment
1359,Doe,8676,Bills
1360,Kim,7290,Grocery
1361,David,61,Travel
1362,Jung,5924,Luxury
1363,Kang,956,Grocery
1364,Han,6118,Entertainment
1365,Jerry,5451,Bills
1366,Han,5449,Travel
1367,Sarah,4464,Grocery
1368,Jerry,5564,Luxury
1369,Kim,7887,Bills
1370,Jack,8337,Travel
1371,Sarah,4,Grocery
1372,Brown,6408,Grocery
1373,David,9892,Grocery
1374,Tom,6103,Travel
1375,David,522,Luxury
1376,David,9914,Entertainment
1377,Kim,8497,Luxury
1378,John,7496,Bills
1379,Choi,6051,Luxury
1380,Han,9085,Grocery
1381,Jerry,5211,Travel
1382,Jung,4667,Entertainment
1383,John,9658,Travel
1384,Brown,4406,Bills
1385,Smith,4471,Grocery
1386,John,9437,Travel
1387,Jerry,5743,Grocery
1388,Jack,2735,Bills
1389,Jerry,9399,Luxury
1390,Han,9455,Bills
1391,Tom,5454,Bills
1392,Jane,5811,Entertainment
1393,Doe,8154,Entertainment
1394,Jung,1378,Entertainment
1395,John,9529,Bills
1396,John,1653,Grocery
1397,Choi,8221,Bills
1398,Park,1844,Travel
1399,Jerry,7827,Bills
1400,Tom,78,Grocery
1401,Jane,2106,Travel
1402,Tom,4177,Bills
1403,David,2237,Bills
1404,Jack,9654,Entertainment
1405,Han,4040,Grocery
1406,Jung,147,Bills
1407,Kim,7282,Luxury
1408,John,8498,Grocery
1409,Kim,4389,Travel
1410,Jerry,5934,Grocery
1411,Jung,6034,Bills
1412,David,4129,Travel
1413,Jane,7033,Grocery
1414,Kim,1955,Luxury
1415,John,1691,Bills
1416,Jerry,334,Bills
1417,John,3756,Bills
1418,Jerry,7559,Bills
1419,Jung,3941,Bills
1420,Kim,5063,Grocery
1421,Doe,9347,Entertainment
1422,Han,4937,Travel
1423,Jung,9680,Grocery
1424,Doe,9373,Entertainment
1425,Jung,7947,Travel
1426,Sarah,1136,Grocery
1427,Brown,3586,Travel
1428,Han,9901,Travel
1429,Smith,83,Luxury
1430,Han,2997,Bills
1431,Doe,7526,Travel
1432,Sarah,5822,Bills
1433,Park,8489,Travel
1434,Jung,579,Bills
1435,Kim,1854,Grocery
1436,Choi,1887,Grocery
1437,Choi,780,Travel
1438,Jack,1351,Bills
1439,Doe,6171,Travel
1440,Smith,2348,Luxury
1441,Smith,292,Travel
1442,Smith,9735,Bills
1443,Jane,2679,Entertainment
1444,Tom,1323,Travel
1445,Jane,9399,Entertainment
1446,Sarah,1156,Entertainment
1447,David,7978,Grocery
1448,Park,416,Grocery
1449,Sarah,8875,Entertainment
1450,Jerry,6834,Luxury
1451,Jerry,9778,Grocery
1452,David,3369,Luxury
1453,Sarah,9072,Travel
1454,David,8010,Bills
1455,Kim,1864,Luxury
1456,Kang,4200,Grocery
1457,Doe,205,Bills
1458,Jack,5976,Entertainment
1459,Jerry,7997,Bills
1460,Jane,6875,Travel
1461,John,1936,Bills
1462,Sarah,647,Grocery
1463,Jack,2035,Grocery
1464,John,8463,Bills
1465,Jane,8003,Luxury
1466,Doe,7858,Entertainment
1467,Kang,1172,Luxury
1468,Jack,4714,Grocery
1469,Han,5955,Travel
1470,Jack,2149,Luxury
1471,Brown,5861,Travel
1472,John,3401,Entertainment
1473,Jack,7573,Bills
1474,Jack,3691,Grocery
1475,Jerry,144,Luxury
1476,Jerry,4179,Bills
1477,Tom,9476,Travel
1478,Jack,7537,Grocery
1479,David,5573,Entertainment
1480,Smith,3294,Entertainment
1481,Jerry,2219,Grocery
1482,Kang,528,Luxury
1483,Kang,5821,Bills
1484,Smith,5767,Bills
1485,Choi,3958,Entertainment
1486,Brown,2155,Luxury
1487,Jung,9805,Luxury
1488,Kim,6393,Grocery
1489,Brown,4438,Travel
1490,Jung,763,Grocery
1491,Kim,9219,Bills
1492,Jack,2498,Grocery
1493,Jerry,477,Entertainment
1494,Smith,7011,Entertainment
1495,Kang,9856,Travel
1496,Doe,9299,Travel
1497,Kim,3995,Travel
1498,Tom,9075,Entertainment
1499,John,8144,Travel
1500,Smith,9543,Luxury
1501,Jung,5109,Luxury
1502,Kang,9705,Travel
1503,Han,1354,Travel
1504,Sarah,8885,Travel
1505,Doe,8474,Luxury
1506,Choi,2247,Luxury
1507,Jack,5567,Bills
1508,Tom,694,Grocery
1509,Jane,4411,Luxury
1510,Sarah,7359,Bills
1511,Jung,3343,Entertainment
1512,Kang,7150,Luxury
1513,Park,3085,Luxury
1514,Jane,2748,Travel
1515,Brown,9922,Bills
1516,Jane,2382,Travel
1517,Sarah,1030,Grocery
1518,John,6957,Travel
1519,Tom,64,Travel
1520,Sarah,2925,Luxury
1521,Brown,3986,Grocery
1522,Choi,2462,Bills
1523,Jerry,9899,Entertainment
1524,Doe,4806,Entertainment
1525,Jerry,5509,Entertainment
1526,Jack,6271,Grocery
1527,Kang,6393,Luxury
1528,Smith,4751,Entertainment
1529,Park,7690,Grocery
1530,John,900,Luxury
1531,John,596,Entertainment
1532,Doe,5303,Travel
1533,Park,1821,Luxury
1534,David,6013,Bills
1535,Jung,6132,Bills
1536,Doe,3136,Bills
1537,Park,9960,Grocery
1538,Choi,8342,Luxury
1539,Kang,4001,Luxury
1540,Park,9662,Travel
1541,John,3506,Grocery
1542,Jerry,5923,Bills
1543,Kang,1104,Grocery
1544,Park,7493,Travel
1545,Smith,5823,Grocery
1546,Kang,8104,Luxury
1547,Han,2257,Travel
1548,Kim,1815,Luxury
1549,David,9485,Luxury
1550,David,3195,Grocery
1551,John,2827,Luxury
1552,Kim,7612,Grocery
1553,Jerry,5740,Grocery
1554,Tom,3193,Grocery
1555,Park,6106,Grocery
1556,Kim,775,Travel
1557,Jack,4271,Entertainment
1558,Jerry,3215,Luxury
1559,Sarah,1235,Bills
1560,Park,837,Entertainment
1561,Jack,6314,Grocery
1562,Jung,2279,Luxury
1563,Jane,6396,Travel
1564,Jung,791,Bills
1565,Smith,9781,Grocery
1566,David,1217,Bills
1567,Tom,580,Bills
1568,Brown,4971,Grocery
1569,Doe,292,Bills
1570,David,6252,Travel
1571,Sarah,4438,Grocery
1572,Sarah,2579,Entertainment
1573,Tom,4502,Luxury
1574,Choi,8178,Bills
1575,Jung,63,Grocery
1576,Kang,4729,Bills
1577,Sarah,8285,Grocery
1578,Jack,7111,Grocery
1579,Jack,1100,Grocery
1580,Brown,6005,Entertainment
1581,Han,2025,Luxury
1582,David,3300,Entertainment
1583,Tom,2532,Entertainment
1584,Park,7242,Entertainment
1585,Han,420,Entertainment
1586,John,5858,Luxury
1587,Jerry,6819,Travel
1588,Han,8567,Bills
1589,Jack,21,Luxury
1590,Brown,6930,Bills
1591,Smith,778,Travel
1592,Smith,5237,Entertainment
1593,Sarah,8381,Grocery
1594,Choi,1807,Grocery
1595,Kim,456,Bills
1596,Sarah,8214,Bills
1597,John,9350,Luxury
1598,Jerry,6960,Entertainment
1599,Park,5474,Grocery
1600,Sarah,6862,Luxury
1601,Brown,354,Bills
1602,Jack,580,Travel
1603,Kang,6681,Entertainment
1604,Smith,5387,Grocery
1605,David,4028,Travel
1606,Smith,961,Grocery
1607,Kang,6823,Grocery
1608,John,6264,Bills
1609,John,6004,Travel
1610,David,2979,Entertainment
1611,Smith,9947,Entertainment
1612,Doe,6580,Entertainment
1613,Kim,1378,Grocery
1614,Tom,4597,Bills
1615,Sarah,7299,Bills
1616,Jack,586,Travel
1617,Smith,731,Grocery
1618,Doe,4053,Entertainment
1619,Han,3949,Grocery
1620,Kang,6755,Grocery
1621,Jack,3787,Entertainment
1622,Jane,799,Luxury
1623,Choi,8313,Bills
1624,Park,5972,Travel
1625,John,8363,Luxury
1626,Jack,2228,Luxury
1627,Brown,130,Travel
1628,Sarah,9622,Luxury
1629,Kang,5065,Entertainment
1630,Smith,61,Travel
1631,Jane,8159,Travel
1632,Sarah,6343,Luxury
1633,David,9294,Bills
1634,Jerry,8996,Grocery
1635,Brown,9422,Luxury
1636,Sarah,2993,Bills
1637,Sarah,2558,Bills
1638,David,562,Grocery
1639,John,797,Luxury
1640,Kang,4734,Grocery
1641,Park,2350,Bills
1642,Doe,7076,Grocery
1643,Kang,5120,Luxury
1644,Tom,7449,Luxury
1645,Tom,9913,Travel
1646,Tom,6705,Grocery
1647,Jack,8777,Grocery
1648,David,2870,Luxury
1649,Jerry,8907,Travel
1650,Smith,2321,Entertainment
1651,Brown,8605,Grocery
1652,Kim,9858,Grocery
1653,Smith,9484,Luxury
1654,Smith,9956,Grocery
1655,John,679,Travel
1656,Park,5921,Luxury
1657,Kang,1915,Travel
1658,Choi,6080,Entertainment
1659,Sarah,2937,Travel
1660,John,272,Travel
1661,Jung,5333,Grocery
1662,Choi,4096,Travel
1663,Jane,8132,Luxury
1664,Jane,8910,Grocery
1665,John,4632,Grocery
1666,Choi,1645,Grocery
1667,Doe,7663,Bills
1668,Kang,4994,Luxury
1669,David,4387,Entertainment
1670,Tom,6994,Bills
1671,Sarah,2857,Travel
1672,Park,9513,Entertainment
1673,Jack,2349,Travel
1674,Han,7736,Luxury
1675,Tom,8564,Entertainment
1676,Kang,6134,Entertainment
1677,Jerry,3118,Bills
1678,Brown,9537,Luxury
1679,Kang,2533,Luxury
1680,David,6215,Luxury
1681,Smith,6081,Bills
1682,Jerry,101,Grocery
1683,John,3010,Bills
1684,Jung,274,Grocery
1685,Jerry,4476,Grocery
1686,Jerry,2558,Luxury
1687,Sarah,3543,Luxury
1688,Smith,7717,Travel
1689,Park,4652,Travel
1690,Jane,3994,Bills
1691,Brown,5012,Entertainment
1692,Smith,9127,Grocery
1693,Jung,936,Bills
1694,John,7035,Luxury
1695,Han,7303,Bills
1696,Sarah,6622,Luxury
1697,Kim,7272,Travel
1698,Park,3838,Entertainment
1699,Jerry,5842,Bills
1700,Han,8324,Luxury
1701,Kang,481,Travel
1702,Jerry,5618,Luxury
1703,Kim,6078,Travel
1704,Jane,1016,Bills
1705,Jane,9649,Bills
1706,Jack,6254,Luxury
1707,Park,3809,Luxury
1708,John,2119,Entertainment
1709,John,6056,Bills
1710,Sarah,3167,Travel
1711,Sarah,1114,Luxury
1712,Choi,7547,Entertainment
1713,Smith,4653,Grocery
1714,David,2474,Bills
1715,John,3817,Bills
1716,Jung,864,Luxury
1717,Jerry,2992,Bills
1718,Sarah,6945,Travel
1719,Han,4990,Luxury
1720,John,1658,Grocery
1721,Han,135,Bills
1722,Han,2310,Entertainment
1723,Sarah,4459,Entertainment
1724,Jung,9248,Grocery
1725,Tom,1962,Bills
1726,Tom,5126,Bills
1727,Brown,2273,Grocery
1728,Jane,4374,Grocery
1729,Jung,8091,Travel
1730,Doe,4382,Luxury
1731,Doe,6738,Grocery
1732,Jack,1773,Grocery
1733,Jerry,8271,Travel
1734,Jung,8816,Bills
1735,Kim,3521,Bills
1736,John,3741,Travel
1737,David,166,Luxury
1738,Sarah,4152,Grocery
1739,Brown,5344,Travel
1740,John,9796,Luxury
1741,John,2256,Travel
1742,Jane,5447,Luxury
1743,Tom,1120,Travel
1744,Jerry,1872,Luxury
1745,Sarah,8702,Travel
1746,Park,484,Bills
1747,Jack,5720,Grocery
1748,Doe,1063,Entertainment
1749,Smith,8155,Luxury
1750,David,4835,Luxury
1751,Jung,8963,Bills
1752,Kim,1313,Luxury
1753,Jane,2108,Entertainment
1754,Jane,3974,Travel
1755,Doe,8543,Bills
1756,Han,3760,Luxury
1757,Kim,9906,Entertainment
1758,Jane,4859,Travel
1759,David,4849,Grocery
1760,Tom,5054,Luxury
1761,Jack,6822,Entertainment
1762,David,55,Luxury
1763,John,6635,Luxury
1764,Choi,5112,Luxury
1765,Jung,1301,Luxury
1766,Jane,8215,Travel
1767,Brown,5792,Luxury
1768,Jack,4721,Bills
1769,Sarah,4928,Bills
1770,Jane,6098,Travel
1771,Tom,7075,Grocery
1772,Kim,7400,Entertainment
1773,Kang,1792,Grocery
1774,Tom,2838,Grocery
1775,Tom,2674,Travel
1776,Kang,178,Travel
1777,Jack,2723,Travel
1778,Smith,8375,Bills
1779,Brown,3069,Travel
1780,Brown,5807,Bills
1781,Doe,8983,Travel
1782,Jack,411,Entertainment
1783,Han,5884,Bills
1784,Smith,1589,Grocery
1785,Sarah,4566,Luxury
1786,Doe,532,Travel
1787,Park,1080,Entertainment
1788,Smith,3628,Bills
1789,Tom,2044,Travel
1790,Han,4680,Grocery
1791,Choi,7236,Entertainment
1792,Doe,8846,Bills
1793,Jerry,3663,Travel
1794,Choi,6596,Entertainment
1795,Smith,4114,Entertainment
1796,Jerry,6586,Bills
1797,Doe,9082,Entertainment
1798,Han,2447,Bills
1799,Tom,1059,Entertainment
1800,Han,6033,Bills
1801,Jane,1498,Entertainment
1802,Kim,6485,Entertainment
1803,Smith,3076,Entertainment
1804,Han,9907,Luxury
1805,Smith,882,Travel
1806,Jane,6966,Grocery
1807,Sarah,766,Travel
1808,Doe,6514,Luxury
1809,Kim,6448,Entertainment
1810,Jane,7882,Bills
1811,Smith,7776,Grocery
1812,Doe,8502,Grocery
1813,Doe,1625,Luxury
1814,Sarah,4855,Grocery
1815,Kim,7438,Entertainment
1816,Jerry,5209,Grocery
1817,Sarah,6065,Travel
1818,David,9333,Bills
1819,Sarah,9508,Grocery
1820,Park,342,Entertainment
1821,Smith,6730,Luxury
1822,Kim,5541,Travel
1823,Sarah,7921,Grocery
1824,Brown,9263,Travel
1825,Brown,1377,Bills
1826,Jane,7201,Entertainment
1827,Kim,4148,Grocery
1828,Brown,411,Travel
1829,Kang,7898,Luxury
1830,David,4374,Bills
1831,Choi,6153,Entertainment
1832,John,1222,Luxury
1833,Jane,9129,Travel
1834,Kang,8104,Travel
1835,Kang,2148,Luxury
1836,Choi,4896,Luxury
1837,John,4008,Grocery
1838,Smith,7085,Travel
1839,Kang,5455,Grocery
1840,Sarah,4752,Entertainment
1841,Kang,396,Luxury
1842,Doe,9549,Grocery
1843,Jack,4618,Entertainment
1844,Jerry,7622,Grocery
1845,Sarah,2868,Entertainment
1846,Jerry,9351,Luxury
1847,Jerry,4775,Bills
1848,Jane,4272,Travel
1849,Kang,4437,Luxury
1850,Smith,9891,Luxury
1851,David,6024,Entertainment
1852,Smith,638,Bills
1853,Jack,1231,Luxury
1854,Smith,6237,Grocery
1855,Tom,3332,Entertainment
1856,Sarah,8895,Entertainment
1857,David,4074,Entertainment
1858,Tom,1192,Grocery
1859,Jane,3085,Bills
1860,Jerry,8436,Travel
1861,Doe,8400,Grocery
1862,John,2274,Luxury
1863,Tom,2765,Travel
1864,David,3374,Bills
1865,John,7892,Luxury
1866,Park,1895,Bills
1867,Brown,9314,Luxury
1868,Kim,2841,Grocery
1869,Jung,6944,Grocery
1870,Jung,1399,Travel
1871,Jung,6265,Travel
1872,John,3524,Grocery
1873,John,3026,Travel
1874,Park,7341,Bills
1875,Doe,7794,Travel
1876,Tom,443,Luxury
1877,John,5106,Grocery
1878,Park,6046,Travel
1879,Han,8960,Luxury
1880,Kang,4124,Grocery
1881,Sarah,7393,Grocery
1882,Kim,1968,Entertainment
1883,Tom,5186,Grocery
1884,John,976,Grocery
1885,Brown,7598,Luxury
1886,Sarah,4664,Luxury
1887,Tom,5724,Entertainment
1888,Kim,3199,Grocery
1889,Jerry,5145,Grocery
1890,Kim,9562,Entertainment
1891,Jack,2652,Travel
1892,Smith,9563,Luxury
